"album_uri","album_name","album_img","album_release_date","album_release_year","album_popularity","track_name","track_uri","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","key_mode","track_popularity"
"4D5tTcz72CXGPtzTabLTDY","Rock N Roll","https://i.scdn.co/image/b2404da7dcce84bb580f3163aa69b1e4ffb88bc4","1975-02-17",1975,53,"Bring It On Home To Me / Send Me Some Lovin' - Remastered 2010","6xUXnpVHa8j0HbNnYRO4Ki",0.494,0.554,"A",-9.706,"major",0.0312,0.154,0.00556,0.152,0.544,86.757,222240,4,"A major",30
"4D5tTcz72CXGPtzTabLTDY","Rock N Roll","https://i.scdn.co/image/b2404da7dcce84bb580f3163aa69b1e4ffb88bc4","1975-02-17",1975,53,"Bony Moronie - Remastered 2010","1LWWDTlTbH9fhEmOgECrD0",0.644,0.902,"D",-8.375,"major",0.0285,0.428,0.474,0.135,0.963,104.7,230720,4,"D major",28
"4D5tTcz72CXGPtzTabLTDY","Rock N Roll","https://i.scdn.co/image/b2404da7dcce84bb580f3163aa69b1e4ffb88bc4","1975-02-17",1975,53,"Ya Ya - Remastered 2010","16WoPdBBCpsDXI4GNofVWq",0.669,0.679,"F",-9.73,"major",0.0491,0.112,0.00931,0.0916,0.976,160.639,137987,4,"F major",27
"4D5tTcz72CXGPtzTabLTDY","Rock N Roll","https://i.scdn.co/image/b2404da7dcce84bb580f3163aa69b1e4ffb88bc4","1975-02-17",1975,53,"Just Because - Remastered 2010","6g4yCs8FvfkI3H8F79VU8X",0.197,0.567,"E",-12.761,"major",0.0496,0.00275,0.296,0.0505,0.524,180.428,270173,3,"E major",29
"1NWA2fPLUAW5df7UGI5thp","Double Fantasy","https://i.scdn.co/image/d4671fca5f03cea23f9c02ba3428da482d211d44","1980-11-17",1980,49,"(Just Like) Starting Over","7tqQI7nmRAqX0g8bIYDXmF",0.701,0.79,"A",-6.16,"major",0.0725,0.301,6.06e-05,0.179,0.421,99.104,236547,4,"A major",46
"1NWA2fPLUAW5df7UGI5thp","Double Fantasy","https://i.scdn.co/image/d4671fca5f03cea23f9c02ba3428da482d211d44","1980-11-17",1980,49,"Kiss Kiss Kiss","4bf5FSF94FDybKcpMM4mdP",0.756,0.805,"C",-8.586,"major",0.149,0.171,0.00749,0.518,0.946,139.44,161987,4,"C major",32
"1NWA2fPLUAW5df7UGI5thp","Double Fantasy","https://i.scdn.co/image/d4671fca5f03cea23f9c02ba3428da482d211d44","1980-11-17",1980,49,"Cleanup Time","6eJofUVk9ivGwORLGB2IzL",0.657,0.713,"A",-6.799,"minor",0.07,0.32,0.114,0.1,0.741,95.259,178587,4,"A minor",32
"1NWA2fPLUAW5df7UGI5thp","Double Fantasy","https://i.scdn.co/image/d4671fca5f03cea23f9c02ba3428da482d211d44","1980-11-17",1980,49,"Give Me Something","2kf7gE9hDTNA7ptQ7UWnTo",0.596,0.94,"A",-5.362,"minor",0.203,0.432,0.0076,0.0687,0.434,151.051,94933,4,"A minor",29
"1NWA2fPLUAW5df7UGI5thp","Double Fantasy","https://i.scdn.co/image/d4671fca5f03cea23f9c02ba3428da482d211d44","1980-11-17",1980,49,"I'm Losing You","0UPrJwM3KIQNMhyHCQIBt9",0.686,0.701,"A",-6.738,"minor",0.0294,0.126,0.000267,0.625,0.542,97.716,237160,4,"A minor",36
"1NWA2fPLUAW5df7UGI5thp","Double Fantasy","https://i.scdn.co/image/d4671fca5f03cea23f9c02ba3428da482d211d44","1980-11-17",1980,49,"I'm Moving On","1is52XCDuauuzc0wQCRcfq",0.73,0.748,"A",-7.081,"minor",0.0332,0.319,0.000174,0.352,0.629,95.898,141973,4,"A minor",29
"1NWA2fPLUAW5df7UGI5thp","Double Fantasy","https://i.scdn.co/image/d4671fca5f03cea23f9c02ba3428da482d211d44","1980-11-17",1980,49,"Beautiful Boy (Darling Boy)","5URfZHMlUWTWxPvvSBWcPk",0.574,0.469,"D",-11.53,"major",0.0403,0.733,1.96e-06,0.856,0.435,111.378,245693,4,"D major",55
"1NWA2fPLUAW5df7UGI5thp","Double Fantasy","https://i.scdn.co/image/d4671fca5f03cea23f9c02ba3428da482d211d44","1980-11-17",1980,49,"Watching The Wheels","26Kw6zBo3Uy98q5LTlFfVJ",0.607,0.612,"C",-8.666,"major",0.0523,0.408,5.2e-06,0.32,0.272,82.933,239933,4,"C major",40
"1NWA2fPLUAW5df7UGI5thp","Double Fantasy","https://i.scdn.co/image/d4671fca5f03cea23f9c02ba3428da482d211d44","1980-11-17",1980,49,"Yes, I'm Your Angel","6zNfdm9rz8yNeL8B6mCwrQ",0.616,0.326,"B",-13.641,"major",0.119,0.852,1.96e-05,0.288,0.384,107.366,189440,4,"B major",31
"1NWA2fPLUAW5df7UGI5thp","Double Fantasy","https://i.scdn.co/image/d4671fca5f03cea23f9c02ba3428da482d211d44","1980-11-17",1980,49,"Woman","1BrbXIJ7b161oQ0PfC0K32",0.588,0.656,"D#",-6.373,"major",0.0224,0.378,0.00227,0.042,0.746,79.701,212933,4,"D# major",41
"1NWA2fPLUAW5df7UGI5thp","Double Fantasy","https://i.scdn.co/image/d4671fca5f03cea23f9c02ba3428da482d211d44","1980-11-17",1980,49,"Beautiful Boys","7KgI8baVpkFw0LZac7Txx3",0.396,0.299,"E",-11.893,"minor",0.0299,0.928,0.000748,0.126,0.353,142.565,175440,4,"E minor",29
"1NWA2fPLUAW5df7UGI5thp","Double Fantasy","https://i.scdn.co/image/d4671fca5f03cea23f9c02ba3428da482d211d44","1980-11-17",1980,49,"Dear Yoko","4DOotseelwjpEy2ofZy3Pe",0.736,0.655,"A",-6.125,"major",0.0376,0.424,9.95e-06,0.447,0.885,99.38,154600,4,"A major",32
"1NWA2fPLUAW5df7UGI5thp","Double Fantasy","https://i.scdn.co/image/d4671fca5f03cea23f9c02ba3428da482d211d44","1980-11-17",1980,49,"Every Man Has A Woman Who Loves Him","24ooSJNSbPMfKxxfeHF48S",0.81,0.668,"E",-7.748,"minor",0.0317,0.339,0.554,0.0917,0.952,122.12,243013,4,"E minor",29
"1NWA2fPLUAW5df7UGI5thp","Double Fantasy","https://i.scdn.co/image/d4671fca5f03cea23f9c02ba3428da482d211d44","1980-11-17",1980,49,"Hard Times Are Over","2nrigPYVLd2laXZOSjUmq8",0.286,0.608,"B",-9.202,"major",0.0574,0.255,0,0.291,0.488,82.489,199413,3,"B major",27
"1HRCspKjuNI3bGzZgvFU3y","Milk And Honey","https://i.scdn.co/image/46de85068076723b8f8fc01e514802e7c332d806","1984-01-27",1984,45,"I'm Stepping Out - Remastered 2010","2RczkdKFniMSJpr1P6ApaS",0.744,0.94,"C",-3.973,"major",0.0387,0.316,0.00365,0.108,0.875,131.876,246773,4,"C major",41
"1HRCspKjuNI3bGzZgvFU3y","Milk And Honey","https://i.scdn.co/image/46de85068076723b8f8fc01e514802e7c332d806","1984-01-27",1984,45,"Sleepless Night - Remastered 2010","0S0eXUgW9tz3aWQOk76mhl",0.824,0.753,"C",-6.759,"major",0.0824,0.205,0.000407,0.289,0.535,119.119,153587,4,"C major",33
"1HRCspKjuNI3bGzZgvFU3y","Milk And Honey","https://i.scdn.co/image/46de85068076723b8f8fc01e514802e7c332d806","1984-01-27",1984,45,"I Don't Wanna Face It - Remastered 2010","2xZhz0RxfD0FWKKX2DrEQp",0.657,0.873,"A",-4.698,"major",0.027,0.0117,0.00582,0.402,0.767,123.212,201840,4,"A major",33
"1HRCspKjuNI3bGzZgvFU3y","Milk And Honey","https://i.scdn.co/image/46de85068076723b8f8fc01e514802e7c332d806","1984-01-27",1984,45,"Don't Be Scared - Remastered 2010","7bOexoxjEDAcqaU512VZDP",0.889,0.512,"D",-9.261,"major",0.0609,0.196,0.0124,0.0631,0.878,127.181,164560,4,"D major",32
"1HRCspKjuNI3bGzZgvFU3y","Milk And Honey","https://i.scdn.co/image/46de85068076723b8f8fc01e514802e7c332d806","1984-01-27",1984,45,"Nobody Told Me - Remastered 2010","31QuJZfFiMk1uOawow8ejS",0.712,0.936,"D",-4.246,"major",0.0364,0.177,0.000837,0.0443,0.917,118.425,214280,4,"D major",46
"1HRCspKjuNI3bGzZgvFU3y","Milk And Honey","https://i.scdn.co/image/46de85068076723b8f8fc01e514802e7c332d806","1984-01-27",1984,45,"O'Sanity - Remastered 2010","2pwfrwOUF70fG1F1d2mvE6",0.867,0.549,"C#",-7.188,"major",0.0551,0.331,2.84e-06,0.0775,0.553,91.784,66133,4,"C# major",30
"1HRCspKjuNI3bGzZgvFU3y","Milk And Honey","https://i.scdn.co/image/46de85068076723b8f8fc01e514802e7c332d806","1984-01-27",1984,45,"Borrowed Time - Remastered 2010","11ymSOgiNDP1eNVd5e093p",0.917,0.74,"A",-5.618,"major",0.0351,0.539,0.000694,0.264,0.967,116.194,269227,4,"A major",35
"1HRCspKjuNI3bGzZgvFU3y","Milk And Honey","https://i.scdn.co/image/46de85068076723b8f8fc01e514802e7c332d806","1984-01-27",1984,45,"Your Hands - Remastered 2010","16YNJuAGFI3RENIHr74FKJ",0.496,0.879,"C",-4.145,"major",0.0599,0.154,0.0898,0.612,0.464,155.013,184053,4,"C major",29
"1HRCspKjuNI3bGzZgvFU3y","Milk And Honey","https://i.scdn.co/image/46de85068076723b8f8fc01e514802e7c332d806","1984-01-27",1984,45,"(Forgive Me) My Little Flower Princess - Remastered 2010","3eo4UcNaWFW2ehMWKC4Flu",0.929,0.631,"E",-7.483,"minor",0.0396,0.476,0.115,0.0578,0.972,122.572,148107,4,"E minor",31
"1HRCspKjuNI3bGzZgvFU3y","Milk And Honey","https://i.scdn.co/image/46de85068076723b8f8fc01e514802e7c332d806","1984-01-27",1984,45,"Let Me Count The Ways - Remastered 2010","1dMOiWybjR5Puar2OPuFg4",0.627,0.0931,"G",-22.46,"major",0.0411,0.994,0.0168,0.138,0.581,79.197,136827,4,"G major",29
"1HRCspKjuNI3bGzZgvFU3y","Milk And Honey","https://i.scdn.co/image/46de85068076723b8f8fc01e514802e7c332d806","1984-01-27",1984,45,"Grow Old With Me - Remastered 2010","3baBQrWBX71zjKXVtVkvN6",0.472,0.296,"G",-12.123,"major",0.0248,0.973,0.95,0.0887,0.706,81.827,189293,4,"G major",43
"1HRCspKjuNI3bGzZgvFU3y","Milk And Honey","https://i.scdn.co/image/46de85068076723b8f8fc01e514802e7c332d806","1984-01-27",1984,45,"You're The One - Remastered 2010","6coscOjfp5D0Clp5XM671V",0.712,0.885,"D",-7.017,"minor",0.0838,0.424,0.00431,0.252,0.737,110.346,237413,4,"D minor",28
"14ihKwrF0mOAu52pjv4kox","Double Fantasy Stripped Down","https://i.scdn.co/image/ce0ea503db5ae54bd997ac66fb9eb039548b522b","2010-10-01",2010,5,"(Just Like) Starting Over","4P23OJCIsurEe5wyarTfZU",0.565,0.778,"A",-5.868,"major",0.0814,0.161,0.000144,0.277,0.307,102.196,264467,4,"A major",3
"14ihKwrF0mOAu52pjv4kox","Double Fantasy Stripped Down","https://i.scdn.co/image/ce0ea503db5ae54bd997ac66fb9eb039548b522b","2010-10-01",2010,5,"Kiss Kiss Kiss","5SzCADhL5dSRoDaObopsei",0.816,0.743,"C",-6.782,"major",0.0637,0.00711,0.00845,0.0604,0.88,140.144,164627,4,"C major",2
"14ihKwrF0mOAu52pjv4kox","Double Fantasy Stripped Down","https://i.scdn.co/image/ce0ea503db5ae54bd997ac66fb9eb039548b522b","2010-10-01",2010,5,"Cleanup Time","0wxsjbgPL0uydUZ45OQkbu",0.68,0.777,"C",-6.045,"major",0.063,0.0506,0.0234,0.0763,0.673,95.37,236013,4,"C major",1
"14ihKwrF0mOAu52pjv4kox","Double Fantasy Stripped Down","https://i.scdn.co/image/ce0ea503db5ae54bd997ac66fb9eb039548b522b","2010-10-01",2010,5,"Give Me Something","7mOdoki2KjqAbebxPStnav",0.616,0.813,"A",-5.76,"minor",0.138,0.126,8.93e-05,0.138,0.707,151.932,91133,4,"A minor",1
"14ihKwrF0mOAu52pjv4kox","Double Fantasy Stripped Down","https://i.scdn.co/image/ce0ea503db5ae54bd997ac66fb9eb039548b522b","2010-10-01",2010,5,"I'm Losing You","3FHFLkfO35DVbWRWfTeJZn",0.791,0.618,"A",-5.106,"minor",0.0399,0.107,4.26e-05,0.0981,0.583,97.662,265667,4,"A minor",1
"14ihKwrF0mOAu52pjv4kox","Double Fantasy Stripped Down","https://i.scdn.co/image/ce0ea503db5ae54bd997ac66fb9eb039548b522b","2010-10-01",2010,5,"I'm Moving On","4d2ObQCSXbgAJaJbn1xRZv",0.73,0.843,"A",-4.74,"minor",0.0278,0.179,2.31e-05,0.214,0.901,96.047,148515,4,"A minor",1
"14ihKwrF0mOAu52pjv4kox","Double Fantasy Stripped Down","https://i.scdn.co/image/ce0ea503db5ae54bd997ac66fb9eb039548b522b","2010-10-01",2010,5,"Beautiful Boy (Darling Boy)","5FCJaPb9BUFcFanmIHbxHn",0.644,0.436,"D",-10.14,"major",0.0405,0.537,0,0.199,0.632,111.874,230133,4,"D major",1
"14ihKwrF0mOAu52pjv4kox","Double Fantasy Stripped Down","https://i.scdn.co/image/ce0ea503db5ae54bd997ac66fb9eb039548b522b","2010-10-01",2010,5,"Watching The Wheels","4Q5ZUAew8ULsVzM2SUWw5X",0.602,0.625,"C",-7.163,"major",0.0305,0.102,0.000633,0.0902,0.462,166.179,212293,4,"C major",1
"14ihKwrF0mOAu52pjv4kox","Double Fantasy Stripped Down","https://i.scdn.co/image/ce0ea503db5ae54bd997ac66fb9eb039548b522b","2010-10-01",2010,5,"Yes, I'm Your Angel","0aSJUnCkcUZiaNQK9iywGz",0.758,0.376,"B",-10.661,"major",0.0886,0.8,0,0.314,0.584,107.594,173440,4,"B major",1
"14ihKwrF0mOAu52pjv4kox","Double Fantasy Stripped Down","https://i.scdn.co/image/ce0ea503db5ae54bd997ac66fb9eb039548b522b","2010-10-01",2010,5,"Woman","4x4uHUN5VXGCbHswZzauNG",0.65,0.507,"D#",-8.582,"major",0.0382,0.216,0.00356,0.0642,0.668,159.828,225227,4,"D# major",1
"14ihKwrF0mOAu52pjv4kox","Double Fantasy Stripped Down","https://i.scdn.co/image/ce0ea503db5ae54bd997ac66fb9eb039548b522b","2010-10-01",2010,5,"Beautiful Boys","17E1CXYVhGu1JhUZtjQudr",0.375,0.344,"E",-12.259,"minor",0.0298,0.759,0.0023,0.115,0.157,144.72,195791,4,"E minor",1
"14ihKwrF0mOAu52pjv4kox","Double Fantasy Stripped Down","https://i.scdn.co/image/ce0ea503db5ae54bd997ac66fb9eb039548b522b","2010-10-01",2010,5,"Dear Yoko","2ChdB3zMRqiyiFxl1jvDm4",0.711,0.667,"A",-6.866,"major",0.113,0.323,1.74e-06,0.127,0.876,99.477,183020,4,"A major",1
"14ihKwrF0mOAu52pjv4kox","Double Fantasy Stripped Down","https://i.scdn.co/image/ce0ea503db5ae54bd997ac66fb9eb039548b522b","2010-10-01",2010,5,"Every Man Has A Woman Who Loves Him","4KVYR3rUm4dO6GivBUzJKP",0.274,0.395,"E",-12.726,"minor",0.0328,0.913,0.462,0.0741,0.0953,125.228,285707,4,"E minor",0
"14ihKwrF0mOAu52pjv4kox","Double Fantasy Stripped Down","https://i.scdn.co/image/ce0ea503db5ae54bd997ac66fb9eb039548b522b","2010-10-01",2010,5,"Hard Times Are Over","2DhbwFMx4QM0k8T2R9GuJR",0.533,0.678,"B",-7.453,"major",0.031,0.455,0.000597,0.408,0.508,81.521,217707,3,"B major",0
"14ihKwrF0mOAu52pjv4kox","Double Fantasy Stripped Down","https://i.scdn.co/image/ce0ea503db5ae54bd997ac66fb9eb039548b522b","2010-10-01",2010,5,"(Just Like) Starting Over","13TtaYEdqEhkBFnzy7Z9ii",0.701,0.79,"A",-6.16,"major",0.0725,0.301,6.06e-05,0.179,0.421,99.104,236547,4,"A major",0
"14ihKwrF0mOAu52pjv4kox","Double Fantasy Stripped Down","https://i.scdn.co/image/ce0ea503db5ae54bd997ac66fb9eb039548b522b","2010-10-01",2010,5,"Kiss Kiss Kiss","2Cs6qmetEPFxowAirhWFBM",0.756,0.805,"C",-8.586,"major",0.149,0.171,0.00749,0.518,0.946,139.44,161987,4,"C major",0
"14ihKwrF0mOAu52pjv4kox","Double Fantasy Stripped Down","https://i.scdn.co/image/ce0ea503db5ae54bd997ac66fb9eb039548b522b","2010-10-01",2010,5,"Cleanup Time","1cgvkwTLfSx6aQ3MUP5NPy",0.657,0.713,"A",-6.799,"minor",0.07,0.32,0.114,0.1,0.741,95.259,178587,4,"A minor",0
"14ihKwrF0mOAu52pjv4kox","Double Fantasy Stripped Down","https://i.scdn.co/image/ce0ea503db5ae54bd997ac66fb9eb039548b522b","2010-10-01",2010,5,"Give Me Something","2LWzvpHfCC5MI01uz38vSv",0.596,0.94,"A",-5.362,"minor",0.203,0.432,0.0076,0.0687,0.434,151.051,94933,4,"A minor",0
"14ihKwrF0mOAu52pjv4kox","Double Fantasy Stripped Down","https://i.scdn.co/image/ce0ea503db5ae54bd997ac66fb9eb039548b522b","2010-10-01",2010,5,"I'm Losing You","3GReyNXoZPB0R5xrQzdZU5",0.686,0.701,"A",-6.738,"minor",0.0294,0.126,0.000267,0.625,0.542,97.716,237160,4,"A minor",0
"14ihKwrF0mOAu52pjv4kox","Double Fantasy Stripped Down","https://i.scdn.co/image/ce0ea503db5ae54bd997ac66fb9eb039548b522b","2010-10-01",2010,5,"I'm Moving On","47V5ZBUoWTTYKRF1zyc6IZ",0.73,0.748,"A",-7.081,"minor",0.0332,0.319,0.000174,0.352,0.629,95.898,141973,4,"A minor",0
